DS_SHORT_NAME,DS_URL_TYPE,DS_URL,DS_URL_COMMENTS,PERIOD_AVAIL,DP_DIR_PATH,DP_DIR_HOST,ENTERED
gpmhiwrapmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmhiwrapmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/hiwrap/data/,,All,/ftp/public/gpm_validation/mc3e/hiwrap/data/,GHRC-FC02,
gpmhiwrapmc3e,Browse,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/hiwrap/browse/,,All,/ftp/public/gpm_validation/mc3e/hiwrap/browse/,GHRC-FC02,
tmiwop,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/tmiwop/tmireader.c,,,,,
olsdig10,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/data/ols/ols-f10/,,All,/ftp/public/pub/data/ols/ols-f10/,GHRC-LT01,
olsdig10,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ols/extractols.c,Read software,,,,
olsdig12,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/data/ols/ols-f12/,,All,/ftp/public/pub/data/ols/ols-f12/,GHRC-LT01,
olsdig12,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ols/extractols.c,Read Software,,,,
gpmvaiconusmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmvaiconusmc3e/gpmvaiconusmc3e_dataset.html,,,,,
gripdawn,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/gripdawn/CitationsRegardingDAWN.doc,citations regarding DAWN,,,,
msut2,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/msu/msul90_dataset.html,,,,,
msut4,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/msu/msul90_dataset.html,,,,,
msut2lt,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/msu/msul90_dataset.html,,,,,
namnpol,Data Access,ftp://airbornescience.nsstc.nasa.gov/namma/Radar-NPOL/data/,,All,/ftp/public/namma/Radar-NPOL/data/,GHRC-FC02,
tcsptico,Software,ftp://airbornescience.nsstc.nasa.gov/tcsp/ticosonde/programs/edit_EDT.pro,,All,/web/ftp/tcsp/ticosonde/programs/,GHRC-FC02,
tcsptico,Software,ftp://airbornescience.nsstc.nasa.gov/tcsp/ticosonde/programs/formatspec.txt,,All,/web/ftp/tcsp/ticosonde/programs/,GHRC-FC02,
tcsptico,Software,ftp://airbornescience.nsstc.nasa.gov/tcsp/ticosonde/programs/read_EDT_hdr1001.pro,,All,/web/ftp/tcsp/ticosonde/programs/,GHRC-FC02,
c4eo3p,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/NOAA_O3/data/,,All,/ftp/public/camex4/NOAA_O3/data/,GHRC-FC02,
gpmvaiconusmc3e,Related URLs,http://campaign.arm.gov/mc3e/,,,,,
gpmvaiconusmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
c4dicats,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/NAV_DC-8/data/,,All,/ftp/public/camex4/NAV_DC-8/data/,GHRC-FC02,
tcsptico,Software,ftp://airbornescience.nsstc.nasa.gov/tcsp/ticosonde/programs/run-read_EDT_hdr1001,,All,/web/ftp/tcsp/ticosonde/programs/,GHRC-FC02,
tcsptico,Software,ftp://airbornescience.nsstc.nasa.gov/tcsp/ticosonde/programs/many_run-edit_EDT,,All,/web/ftp/tcsp/ticosonde/programs/,GHRC-FC02,
tcsptico,Software,ftp://airbornescience.nsstc.nasa.gov/tcsp/ticosonde/programs/many_run-read_EDT_hdr1001,,All,/web/ftp/tcsp/ticosonde/programs/,GHRC-FC02,
tcsptico,Software,ftp://airbornescience.nsstc.nasa.gov/tcsp/ticosonde/programs/run-edit_EDT,,All,/web/ftp/tcsp/ticosonde/programs/,GHRC-FC02,
c4dd8d,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/Dropsonde_DC-8/data/,,All,/ftp/public/camex4/Dropsonde_DC-8/data/,GHRC-FC02,
c4enav,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/NAV_ER-2/data/,,All,/ftp/public/camex4/NAV_ER-2/data/,GHRC-FC02,
c4dcstar,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/C-STAR/data/,,All,/ftp/public/camex4/C-STAR/data/,GHRC-FC02,
c4emas,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/MAS/data/,,All,/ftp/public/camex4/MAS/data/,GHRC-FC02,
namlase,Data Access,ftp://airbornescience.nsstc.nasa.gov/namma/LASE/data/,,All,/ftp/public/namma/LASE/data/,GHRC-FC02,
namsenegal,Data Access,ftp://airbornescience.nsstc.nasa.gov/namma/Senegal-Radiosonde-Flux/data/,,All,/ftp/public/namma/Senegal-Radiosonde-Flux/data/,GHRC-FC02,
namradio,Data Access,ftp://airbornescience.nsstc.nasa.gov/namma/Radiosonde/data/,,All,/ftp/public/namma/Radiosonde/data/,GHRC-FC02,
amprtbcx3,Data Access,ftp://camex.nsstc.nasa.gov/camex3/amprtbcx3/data/,,All,/ftp/public/camex3/amprtbcx3/data/,GHRC-FC02,
amprtbf3a,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/data/ampr/fire3ace/,,All,/ftp/public/pub/data/ampr/fire3ace/,GHRC-LT01,
amprtbkwj,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/data/ampr/kwajex/,,All,/ftp/public/pub/data/ampr/kwajex/,GHRC-LT01,
amprtbta,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/data/ampr/tefluna/,,All,/ftp/public/pub/data/ampr/tefluna/,GHRC-LT01,
amprtblba,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/data/ampr/trmmlba/,,All,/ftp/public/pub/data/ampr/trmmlba/,GHRC-LT01,
c4emtp,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/MTP_ER-2/data/,,All,/ftp/public/camex4/MTP_ER-2/data/,GHRC-FC02,
c4djlh,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/Laser_Hygrometer/data/,,All,/ftp/public/camex4/Laser_Hygrometer/data/,GHRC-FC02,
c4dnevzor,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/Nevzorov/data/,,All,/ftp/public/camex4/Nevzorov/data/,GHRC-FC02,
c4eedop,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex4/EDOP/data/,,All,/ftp/public/camex4/EDOP/data/,GHRC-FC02,
griphiwrap,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griphiwrap/HIWRAP_data_grip_v0.docx,hiwrap readme,,,,
griphiwrap,Homepage,http://grip.nsstc.nasa.gov/,,,,,
griphiwrap,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/HIWRAP/data/,,All,/ftp/public/grip/HIWRAP/data/,GHRC-FC02,
griphiwrap,Browse,ftp://airbornescience.nsstc.nasa.gov/grip/HIWRAP/browse/,,All,/ftp/public/grip/HIWRAP/browse/,GHRC-FC02,
cmx3aeri,Browse,ftp://airbornescience.nsstc.nasa.gov/camex3/cmx3aeri/browse/,,,,,
cmx3g8,Browse,ftp://airbornescience.nsstc.nasa.gov/camex3/cmx3g8/browse/,,,,,
gripdawn,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/gripdawn/DAWNDataFilesDescription.doc,data file descriptions,,,,
cmx3srl,Browse,ftp://airbornescience.nsstc.nasa.gov/camex3/cmx3srl/browse/,,,,,
er2lip,Browse,ftp://airbornescience.nsstc.nasa.gov/camex3/er2lip/browse/,,,,,
er2mams,Browse,ftp://airbornescience.nsstc.nasa.gov/camex3/er2mams/browse/,,,,,
er2nasti,Browse,ftp://airbornescience.nsstc.nasa.gov/camex3/er2nasti/browse/,,,,,
er2nav,Browse,ftp://airbornescience.nsstc.nasa.gov/camex3/er2nav/browse/,,,,,
dc8avaps,Browse,ftp://airbornescience.nsstc.nasa.gov/camex3/dc8avaps/browse/,,,,,
dc8capac,Browse,ftp://airbornescience.nsstc.nasa.gov/camex3/dc8capac/browse/,,,,,
dc8dads,Browse,ftp://airbornescience.nsstc.nasa.gov/camex3/dc8dads/browse/,,,,,
dc8macaws,Browse,ftp://airbornescience.nsstc.nasa.gov/camex3/dc8macaws/browse/,,,,,
dc8psr,Browse,ftp://airbornescience.nsstc.nasa.gov/camex3/dc8psr/browse/,,,,,
lislip,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/data/lis/science/,,All,/ftp/public/pub/data/lis/science/,GHRC-LT01,
c4gtoga,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/TOGA/browse/,,,/ftp/public/camex4/TOGA/browse/,,
c4sg8,Browse,ftp://airbornescience.nsstc.nasa.gov/camex4/GOES8/browse/,,,/ftp/public/camex4/GOES8/browse/,,
tc4ampr,Homepage,http://www.espo.nasa.gov/tc4/,,,,,
ldarraw,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/data/ksc-ldar/,,All,/ftp/public/pub/data/ksc-ldar/,GHRC-LT01,
cmx3misrep,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex3/cmx3misrep/data/,,All,/ftp/public/camex3/cmx3misrep/data/,GHRC-FC02,
cmx3srl,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex3/cmx3srl/data/,,All,/ftp/public/camex3/cmx3srl/data/,GHRC-FC02,
cmx3andros,Data Access,ftp://airbornescience.nsstc.nasa.gov/camex3/cmx3andros/data/,,All,/ftp/public/camex3/cmx3andros/data/,GHRC-FC02,
gpmvaiconusmc3e,Related URLs,http://pmm.nasa.gov/GPM,,,,,
gripgoes13B,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripgoes13B,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/GOES_images/browse/GOES-13/,,All,/ftp/public/grip/GOES_images/browse/GOES-13/,GHRC-FC02,
gripnavgh,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/NAV_GH/data/,,All,/ftp/public/grip/NAV_GH/data/,GHRC-FC02,
gripnavgh,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripmsg,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripmsg,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/MSG/data/,,All,/ftp/public/grip/MSG/data/,GHRC-FC02,
gripmsg,Browse,ftp://airbornescience.nsstc.nasa.gov/grip/MSG/browse/,,All,/ftp/public/grip/MSG/browse/,GHRC-FC02,
gripcaps,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripcaps/gripcaps_dataset.html,,,,,
griplip,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/griplip/griplip_dataset.html,,,,,
gripflt,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripflt,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/Flighttracks/,,All,/ftp/public/grip/Flighttracks/,GHRC-FC02,
gpmcosmirmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmcosmirmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/cosmir/data/,,All,/ftp/public/gpm_validation/mc3e/cosmir/data/,GHRC-FC02,
rssmif08m,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f08/monthly/data/,,All,/ftp/public/pub/ssmi/f08/monthly/data/,GHRC-LT01,
rssmif08w,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f08/weekly/data/,,All,/ftp/public/pub/ssmi/f08/weekly/data/,GHRC-LT01,
rssmif10d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif10d3d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif10m,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif10w,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif11d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif11d3d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif11m,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif11w,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif13d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif13d3d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif13m,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif13w,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif14d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif14d3d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif14m,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif14w,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif15d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif15d3d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif15m,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif15w,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif17d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif17d3d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif17m,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif17w,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif08d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif08d3d,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif08m,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif08w,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ReadNetCDF.c,netCDF read software,,,,28-Jun-12
rssmif10d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif10d3d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif10m,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif10w,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif11d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif11d3d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif11m,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif11w,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif13d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif13d3d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif13m,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif13w,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
gpmcilpvex,Homepage,http://gpm.nsstc.nasa.gov/lpvex.html,,,,,
gpmcilpvex,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/lpvex/gpmcilpvex/gpmcilpvex_dataset.html,,,,,21-Feb-12
gpmcilpvex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/lpvex/cip-2dp/data/,,All,/ftp/public/gpm_validation/lpvex/cip-2dp/data/,GHRC-FC02,
gpmcilpvex,Browse,ftp://gpm.nsstc.nasa.gov/gpm_validation/lpvex/cip-2dp/browse/,,All,/ftp/public/gpm_validation/lpvex/cip-2dp/browse/,GHRC-FC02,
griplarge,Homepage,http://grip.nsstc.nasa.gov/,,,,,
griplarge,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/LARGE/data/,,All,/ftp/public/grip/LARGE/data/,GHRC-FC02,
lislip,PI Documentation,http://branch.nsstc.nasa.gov/cgi-bin/TRMM_Maneuvers.pl,TRMM Orbital Manuevers,,,,
rssmif10d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif10d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif10m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif10w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif11d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif11d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif11m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
gpmsslpvex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/lpvex/ssmis/,,All,/ftp/public/gpm_validation/lpvex/ssmis/,GHRC-FC02,
gpmsslpvex,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/lpvex/gpmsslpvex/read_SSMIS_LPVEx_summary.f,Fortran read program,,,,
griphirad,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griphirad/grip_hirad__WB57_GRIP_navEarl_Karl16.pptx,WB-57 Navigation Charts- Earl and Karl,,,,
gpmsslpvex,Homepage,http://gpm.nsstc.nasa.gov/lpvex.html,,,,,
gpmsslpvex,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/lpvex/gpmsslpvex/LPVEx_TDRs.doc,extracted LPVEx TDRs readme,,,,
gpmsslpvex,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/lpvex/gpmsslpvex/ssmis-tdr.pdf,TDR SSMI/S readme,,,,
gpmpamc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/parsivel/gpm_parsivel_campaign.html,,,,,
gpmnpolmc3e,Related URLs,http://campaign.arm.gov/mc3e/,,,,,
gpmnpolmc3e,Related URLs,http://pmm.nasa.gov/GPM,,,,,
gpmnpolmc3e,PI Documentation,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/NPOL/doc/MC3E_NPOL_Data_Contents.pdf,data format and contents readme,,,,
gpmnpolmc3e,PI Documentation,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/NPOL/doc/NPOL_MC3E_Images.pdf,image format and contents readme,,,,
gpmnpolmc3e,PI Documentation,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/NPOL/doc/NPOL_MC3E_log.doc,science log from the NASA NPOL radar for the MC3E experiment,,,,
gpmnpolmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmnpolmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/NPOL/data/,,All,/ftp/public/gpm_validation/mc3e/NPOL/data/,GHRC-FC02,
gpmnpolmc3e,Browse,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/NPOL/browse/,,All,/ftp/public/gpm_validation/mc3e/NPOL/browse/,GHRC-FC02,
gpmrgmc3e,Related URLs,http://campaign.arm.gov/mc3e/,,,,,
gpmrgmc3e,Related URLs,http://pmm.nasa.gov/GPM,,,,,
gpmrgmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmrgmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/disdrometers_and_gauges/rain_gauge/data/,,All,/ftp/public/gpm_validation/mc3e/disdrometers_and_gauges/rain_gauge/data/,GHRC-FC02,
rssmif14d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif14d3d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif14m,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif14w,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif15d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif15d3d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif15m,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif15m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif15w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif17d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif17d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif17m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif17w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif08d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif08d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif08m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif08w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
gripgoes11B,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripgoes11B,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/GOES_images/browse/GOES-11/,,All,/ftp/public/grip/GOES_images/browse/GOES-11/,GHRC-FC02,
gripmisrep,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/Reports/data/,,All,/ftp/public/grip/Reports/data/,GHRC-FC02,
gripmisrep,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripgoesot,Homepage,http://grip.nsstc.nasa.gov/,,,,,
