DS_SHORT_NAME,DS_URL_TYPE,DS_URL,DS_URL_COMMENTS,PERIOD_AVAIL,DP_DIR_PATH,DP_DIR_HOST,ENTERED
lolracts,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRACTS/data/,,All,/ftp/public/pub/lis/climatology/LRACTS/data/,GHRC-LT01,
lolradc,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRADC/data/,,All,/ftp/public/pub/lis/climatology/LRADC/data/,GHRC-LT01,
lolrdc,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRDC/data/,,All,/ftp/public/pub/lis/climatology/LRDC/data/,GHRC-LT01,
lolrfc,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRFC/data/,,All,/ftp/public/pub/lis/climatology/LRFC/data/,GHRC-LT01,
lolrmts,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRMTS/data/,,All,/ftp/public/pub/lis/climatology/LRMTS/data/,GHRC-LT01,
lolrts,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRTS/data/,,All,/ftp/public/pub/lis/climatology/LRTS/data/,GHRC-LT01,
lohrfc,Browse,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/HRFC/browse/,,,,,
lolrfc,Browse,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRFC/browse/,,,,,
lohrac,Browse,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/HRAC/animations/,,,,,
lohrmc,Browse,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/HRMC/animations/,,,,,
lolrac,Browse,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRAC/animations/,,,,,
lolracts,Browse,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRACTS/animations/,,,,,
lolradc,Browse,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRADC/animations/,,,,,
lolrdc,Browse,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRDC/animations/,,,,,
lolrmts,Browse,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRMTS/animations/,,,,,
lolrts,Browse,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRTS/animations/,,,,,
lohrac,PI Documentation,http://dx.doi.org/10.1016/j.atmosres.2012.06.028,,,,,
lohrfc,PI Documentation,http://dx.doi.org/10.1016/j.atmosres.2012.06.028,,,,,
lohrmc,PI Documentation,http://dx.doi.org/10.1016/j.atmosres.2012.06.028,,,,,
lolrac,PI Documentation,http://dx.doi.org/10.1016/j.atmosres.2012.06.028,,,,,
lolracts,PI Documentation,http://dx.doi.org/10.1016/j.atmosres.2012.06.028,,,,,
lolradc,PI Documentation,http://dx.doi.org/10.1016/j.atmosres.2012.06.028,,,,,
lolrdc,PI Documentation,http://dx.doi.org/10.1016/j.atmosres.2012.06.028,,,,,
lolrfc,PI Documentation,http://dx.doi.org/10.1016/j.atmosres.2012.06.028,,,,,
lolrmts,PI Documentation,http://dx.doi.org/10.1016/j.atmosres.2012.06.028,,,,,
lolrts,PI Documentation,http://dx.doi.org/10.1016/j.atmosres.2012.06.028,,,,,
lohrac,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/read_sds.pro,,,,,
lohrfc,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/read_sds.pro,,,,,
lohrmc,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/read_sds.pro,,,,,
lolrac,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/read_sds.pro,,,,,
lolracts,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/read_sds.pro,,,,,
lolradc,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/read_sds.pro,,,,,
lolrdc,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/read_sds.pro,,,,,
lolrfc,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/read_sds.pro,,,,,
lolrmts,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/read_sds.pro,,,,,
lolrts,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/read_sds.pro,,,,,
rssmif17d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmis/f17/daily/data/,,All,/ftp/public/pub/ssmis/f17/daily/data/,GHRC-LT01,
rssmif17d3d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmis/f17/3day/data/,,All,/ftp/public/pub/ssmis/f17/3day/data/,GHRC-LT01,
rssmif17m,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmis/f17/monthly/data/,,All,/ftp/public/pub/ssmis/f17/monthly/data/,GHRC-LT01,
rssmif17w,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmis/f17/weekly/data/,,All,/ftp/public/pub/ssmis/f17/weekly/data/,GHRC-LT01,
rssmif15d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f15/daily/data/,,All,/ftp/public/pub/ssmi/f15/daily/data/,GHRC-LT01,
rssmif15d3d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f15/3day/data/,,All,/ftp/public/pub/ssmi/f15/3day/data/,GHRC-LT01,
rssmif15m,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f15/monthly/data/,,All,/ftp/public/pub/ssmi/f15/monthly/data/,GHRC-LT01,
rssmif15w,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f15/weekly/data/,,All,/ftp/public/pub/ssmi/f15/weekly/data/,GHRC-LT01,
rssmif14d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f14/daily/data/,,All,/ftp/public/pub/ssmi/f14/daily/data/,GHRC-LT01,
rssmif14d3d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f14/3day/data/,,All,/ftp/public/pub/ssmi/f14/3day/data/,GHRC-LT01,
gpmmrrecgcpex,Browse,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/disdrometers_and_gauges/mrr_EC/browse/,,All,/ftp/public/gpm_validation/gcpex/disdrometers_and_gauges/mrr_EC/browse/,GHRC-FC02,
gripnavwb57,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripnavwb57,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripnavwb57/gripnavwb57_dataset.html,,,,,
gripnavwb57,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/NAV_WB57/data/,,All,/ftp/public/grip/NAV_WB57/data/,GHRC-FC02,
gripapr2,PI Documentation,http://trmm.jpl.nasa.gov/apr.html,PI APR-2 document,,,,
gripapr2,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripapr2,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripapr2/gripapr2_dataset.html,,,,,
gripapr2,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/APR2/data/,,All,/ftp/public/grip/APR2/data/,GHRC-FC02,
griplase,Homepage,http://grip.nsstc.nasa.gov/,,,,,
griplase,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/griplase/griplase_dataset.html,,,,,
griplase,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/LASE/data/,,All,/ftp/public/grip/LASE/data/,GHRC-FC02,
griplase,Browse,ftp://airbornescience.nsstc.nasa.gov/grip/LASE/browse/,,All,/ftp/public/grip/LASE/browse/,GHRC-FC02,
gripmsg,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripmsg/gripmsg_dataset.html,,,,,
griplarge,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griplarge/GRIP_large_APS_readme.txt,readme,,,,
griplarge,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griplarge/GRIP_large_CNC_readme.txt,readme,,,,
griplarge,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griplarge/GRIP_large_OPC_readme.txt,readme,,,,
griplarge,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griplarge/GRIP_large_OPT_readme.txt,readme,,,,
griplarge,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griplarge/GRIP_large_UHSAS_readme.txt,readme,,,,
griphirad,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griphirad/grip_hirad_readme_v0.doc,hirad data readme,,,,
griphirad,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griphirad/grip_hirad_readme_v0.txt,hirad data readme,,,,
griphirad,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griphirad/grip_hirad_netcdf_variables_v0.txt,netcdf variables readme,,,,
griphirad,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griphirad/grip_hirad_Browse_Images_v0.pptx,hirad browse readme,,,,
griphirad,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griphirad/grip_hirad_plotting_v0.m,example read/plot script for matlab,,,,
griphirad,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griphirad/grip_hirad_read_plot_filterTB_HIRAD_v0.m,script that reads in swaths of HIRAD TB (or excess TB) data and applies a cross-track filter,,,,
gpmamprmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmamprmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/ampr/data/,,All,/ftp/public/gpm_validation/mc3e/ampr/data/,GHRC-FC02,
gpmamprmc3e,Browse,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/ampr/browse/,,All,/ftp/public/gpm_validation/mc3e/ampr/browse/,GHRC-FC02,
gpmamprmc3e,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/mc3e/gpmamprmc3e/ampr_reader_MC3E.f,Sample read program for AMPR data from MC3E,,,,
gpmamprmc3e,PI Documentation,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/ampr/doc/ampr_campaign_TBfile_info.txt,AMPR campaign TB file info,,,,
gpmer2navmc3e,Related URLs,http://campaign.arm.gov/mc3e/,,,,,
gpmer2navmc3e,Related URLs,http://pmm.nasa.gov/GPM,,,,,
gpmer2navmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmer2navmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/NAV_ER2/data/,,All,/ftp/public/gpm_validation/mc3e/NAV_ER2/data/,GHRC-FC02,
lohrac,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis_climatology/LISOTD_climatology_dataset.html,,,,,4-Jun-12
lohrfc,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis_climatology/LISOTD_climatology_dataset.html,,,,,4-Jun-12
lohrmc,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis_climatology/LISOTD_climatology_dataset.html,,,,,4-Jun-12
lolrac,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis_climatology/LISOTD_climatology_dataset.html,,,,,4-Jun-12
lolracts,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis_climatology/LISOTD_climatology_dataset.html,,,,,4-Jun-12
lolradc,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis_climatology/LISOTD_climatology_dataset.html,,,,,4-Jun-12
lolrdc,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis_climatology/LISOTD_climatology_dataset.html,,,,,4-Jun-12
lolrfc,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis_climatology/LISOTD_climatology_dataset.html,,,,,4-Jun-12
lolrmts,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis_climatology/LISOTD_climatology_dataset.html,,,,,4-Jun-12
lolrts,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lis_climatology/LISOTD_climatology_dataset.html,,,,,4-Jun-12
rssmif14m,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f14/monthly/data/,,All,/ftp/public/pub/ssmi/f14/monthly/data/,GHRC-LT01,
rssmif14w,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f14/weekly/data/,,All,/ftp/public/pub/ssmi/f14/weekly/data/,GHRC-LT01,
rssmif13d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f13/daily/data/,,All,/ftp/public/pub/ssmi/f13/daily/data/,GHRC-LT01,
rssmif13d3d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f13/3day/data/,,All,/ftp/public/pub/ssmi/f13/3day/data/,GHRC-LT01,
rssmif13m,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f13/monthly/data/,,All,/ftp/public/pub/ssmi/f13/monthly/data/,GHRC-LT01,
rssmif13w,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f13/weekly/data/,,All,/ftp/public/pub/ssmi/f13/weekly/data/,GHRC-LT01,
rssmif11d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f11/daily/data/,,All,/ftp/public/pub/ssmi/f11/daily/data/,GHRC-LT01,
rssmif11d3d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f11/3day/data/,,All,/ftp/public/pub/ssmi/f11/3day/data/,GHRC-LT01,
rssmif11m,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f11/monthly/data/,,All,/ftp/public/pub/ssmi/f11/monthly/data/,GHRC-LT01,
rssmif11w,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f11/weekly/data/,,All,/ftp/public/pub/ssmi/f11/weekly/data/,GHRC-LT01,
rssmif10d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f10/daily/data/,,All,/ftp/public/pub/ssmi/f10/daily/data/,GHRC-LT01,
rssmif10d3d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f10/3day/data/,,All,/ftp/public/pub/ssmi/f10/3day/data/,GHRC-LT01,
rssmif10m,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f10/monthly/data/,,All,/ftp/public/pub/ssmi/f10/monthly/data/,GHRC-LT01,
rssmif10w,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f10/weekly/data/,,All,/ftp/public/pub/ssmi/f10/weekly/data/,GHRC-LT01,
rssmif08d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f08/daily/data/,,All,/ftp/public/pub/ssmi/f08/daily/data/,GHRC-LT01,
rssmif08d3d,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f08/3day/data/,,All,/ftp/public/pub/ssmi/f08/3day/data/,GHRC-LT01,
gpmsurmetmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmsurmetmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/surface_met/data/,,All,/ftp/public/gpm_validation/mc3e/surface_met/data/,GHRC-FC02,
rssmif15d3d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f15/3day/browse/,,All,/ftp/public/pub/ssmi/f15/3day/browse/,GHRC-LT01,
rssmif15m,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f15/monthly/browse/,,All,/ftp/public/pub/ssmi/f15/monthly/browse/,GHRC-LT01,
rssmif15w,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f15/weekly/browse/,,All,/ftp/public/pub/ssmi/f15/weekly/browse/,GHRC-LT01,
rssmif14d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f14/daily/browse/,,All,/ftp/public/pub/ssmi/f14/daily/browse/,GHRC-LT01,
rssmif14d3d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f14/3day/browse/,,All,/ftp/public/pub/ssmi/f14/3day/browse/,GHRC-LT01,
rssmif14m,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f14/monthly/browse/,,All,/ftp/public/pub/ssmi/f14/monthly/browse/,GHRC-LT01,
rssmif14w,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f14/weekly/browse/,,All,/ftp/public/pub/ssmi/f14/weekly/browse/,GHRC-LT01,
rssmif13d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f13/daily/browse/,,All,/ftp/public/pub/ssmi/f13/daily/browse/,GHRC-LT01,
rssmif13d3d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f13/3day/browse/,,All,/ftp/public/pub/ssmi/f13/3day/browse/,GHRC-LT01,
rssmif13m,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f13/monthly/browse/,,All,/ftp/public/pub/ssmi/f13/monthly/browse/,GHRC-LT01,
rssmif13w,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f13/weekly/browse/,,All,/ftp/public/pub/ssmi/f13/weekly/browse/,GHRC-LT01,
rssmif11d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f11/daily/browse/,,All,/ftp/public/pub/ssmi/f11/daily/browse/,GHRC-LT01,
rssmif11d3d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f11/3day/browse/,,All,/ftp/public/pub/ssmi/f11/3day/browse/,GHRC-LT01,
rssmif11m,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f11/monthly/browse/,,All,/ftp/public/pub/ssmi/f11/monthly/browse/,GHRC-LT01,
rssmif11w,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f11/weekly/browse/,,All,/ftp/public/pub/ssmi/f11/weekly/browse/,GHRC-LT01,
rssmif10d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f10/daily/browse/,,All,/ftp/public/pub/ssmi/f10/daily/browse/,GHRC-LT01,
rssmif10d3d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f10/3day/browse/,,All,/ftp/public/pub/ssmi/f10/3day/browse/,GHRC-LT01,
rssmif10m,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f10/monthly/browse/,,All,/ftp/public/pub/ssmi/f10/monthly/browse/,GHRC-LT01,
rssmif10w,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f10/weekly/browse/,,All,/ftp/public/pub/ssmi/f10/weekly/browse/,GHRC-LT01,
rssmif08d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f08/daily/browse/,,All,/ftp/public/pub/ssmi/f08/daily/browse/,GHRC-LT01,
rssmif08d3d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmi/f08/3day/browse/,,All,/ftp/public/pub/ssmi/f08/3day/browse/,GHRC-LT01,
rssmif16d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmis/f16/daily/browse/,,All,/ftp/public/pub/ssmis/f16/daily/browse/,GHRC-LT01,
rssmif16d3d,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmis/f16/3day/browse/,,All,/ftp/public/pub/ssmis/f16/3day/browse/,GHRC-LT01,
rssmif16m,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmis/f16/monthly/browse/,,All,/ftp/public/pub/ssmis/f16/monthly/browse/,GHRC-LT01,
rssmif16w,Browse,ftp://ghrc.nsstc.nasa.gov/pub/ssmis/f16/weekly/browse/,,All,/ftp/public/pub/ssmis/f16/weekly/browse/,GHRC-LT01,
gpmmisrepmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmmisrepmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/reports/,,All,/ftp/public/gpm_validation/mc3e/reports/,GHRC-FC02,
gpmmrrnamc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmmrrnamc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/disdrometers_and_gauges/mrr_NASA/data/,,All,/ftp/public/gpm_validation/mc3e/disdrometers_and_gauges/mrr_NASA/data/,GHRC-FC02,
gpmmrrnamc3e,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/gpmgv/mc3e/gpmmrrnamc3e/DataFormat_mrr_NASA__mc3e.pdf,Information on the MRR data format,,,,4-Dec-12
gpmsbdminmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmsbdminmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/profiler/sband_products/min_dwell/data/,,All,/ftp/public/gpm_validation/mc3e/profiler/sband_products/min_dwell/data/,GHRC-FC02,
gpmsbdminmc3e,Browse,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/profiler/sband_products/min_dwell/browse/,,All,/ftp/public/gpm_validation/mc3e/profiler/sband_products/min_dwell/browse/,GHRC-FC02,
gpmsbdorgmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmsbdrwncmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmsbdrwspcmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmsbdorgmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/profiler/sband_products/org_dwell/data/,,All,/ftp/public/gpm_validation/mc3e/profiler/sband_products/org_dwell/data/,GHRC-FC02,
gpmsbdorgmc3e,Browse,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/profiler/sband_products/org_dwell/browse/,,All,/ftp/public/gpm_validation/mc3e/profiler/sband_products/org_dwell/browse/,GHRC-FC02,
gpmsbdrwncmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/profiler/sband_raw_nc/data/,,All,/ftp/public/gpm_validation/mc3e/profiler/sband_raw_nc/data/,GHRC-FC02,
gpmsbdrwspcmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/profiler/sband_raw_SPC/data/,,All,/ftp/public/gpm_validation/mc3e/profiler/sband_raw_SPC/data/,GHRC-FC02,
smgeo,Homepage,http://sands.itsc.uah.edu/,,,,,
smsub,Homepage,http://sands.itsc.uah.edu/,,,,,
slgeo,Homepage,http://sands.itsc.uah.edu/,,,,,
smgsa,Homepage,http://sands.itsc.uah.edu/,,,,,
slgsa,Homepage,http://sands.itsc.uah.edu/,,,,,
gpmparprbmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmparprbmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/cloud_microphysics_Citation/NCAR_particle_probes/data/,,All,/ftp/public/gpm_validation/mc3e/cloud_microphysics_Citation/NCAR_particle_probes/data/,GHRC-FC02,
gpmparprbmc3e,Browse,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/cloud_microphysics_Citation/NCAR_particle_probes/browse/,,All,/ftp/public/gpm_validation/mc3e/cloud_microphysics_Citation/NCAR_particle_probes/browse/,GHRC-FC02,
gpmoumesmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmcmgcpex,Homepage,http://gpm.nsstc.nasa.gov/gcpex,,,,,
gpmcmgcpex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/cloud_microphyics_Citation/UND_cloud_microphysics/data/,,All,/ftp/public/gpm_validation/gcpex/cloud_microphyics_Citation/UND_cloud_microphysics/data/,GHRC-FC02,
gpmpawneemc3e,PI Documentation,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/radar_UF_Pawnee/doc/Pawnee_readme.txt,Pawnee readme,,,,6-Mar-13
gpmchillmc3e,PI Documentation,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/radar_UF_CHILL/doc/CHILL_readme.txt,CHILL readme,,,,6-Mar-13
gpmpawneemc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmchillmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmpawneemc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/radar_UF_Pawnee/data/,,All,/ftp/public/gpm_validation/mc3e/radar_UF_Pawnee/data/,GHRC-FC02,
gpmchillmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/radar_UF_CHILL/data/,,All,/ftp/public/gpm_validation/mc3e/radar_UF_CHILL/data/,GHRC-FC02,
gpmoumesmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/OU_mesonet/data/,,All,/ftp/public/gpm_validation/mc3e/OU_mesonet/data/,GHRC-FC02,
gpmnavdc8gcpex,Homepage,http://gpm.nsstc.nasa.gov/gcpex,,,,,
gpmnavdc8gcpex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/nav_dc8/data/,,All,/ftp/public/gpm_validation/gcpex/nav_dc8/data/,GHRC-FC02,
gpmnavdc8gcpex,PI Documentation,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/nav_dc8/doc/icats_format_readme.txt,ICATS Serial Output Format,,,,2-Apr-13
gpmnavdc8gcpex,PI Documentation,http://www.nserc.und.edu/PDFs/ExperimenterHandbook.pdf,NSERC Instrument and Data Information,,,,2-Apr-13
griphirad,Important Notice,ftp://gpm.nsstc.nasa.gov/grip/HIRAD/doc/grip_hirad_TB.txt,,,,,28-May-13
griphirad,PI Documentation, ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griphirad/grip_hirad_20100901_Earl_WSRRImages.docx,PI Documentation on wind speed and rain rate,,,,28-May-13
gpm2dgcpex,PI Documentation,ftp://ghrc.msfc.nasa.gov/pub/doc/gpmgv/gcpex/gpm2dgcpex/DataFormat_2dvd_gcpex.pdf,data format documentation,,,,4-Jun-13
gpm2dgcpex,Homepage,http://gpm.nsstc.nasa.gov/gcpex,,,,,
gpm2dgcpex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/gcpex/disdrometers_and_gauges/2dvd/data/,,All,/ftp/public/gpm_validation/gcpex/disdrometers_and_gauges/2dvd/data/,GHRC-FC02,
gpm2dgcpex,Related URLs,http://pmm.nasa.gov/GPM,,,,,
rssm1tpwn,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/rss/rssm1tpwn/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,26-Jul-13
gpmsimorbmc3e,Related URLs,http://pmm.nasa.gov/GPM,,,,,
rssm1tpwn,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/rss/rssm1tpwn/AMSR_Ocean_Algorithm_Version_2_Supplement_1.pdf,AMSR Ocean Algorithm documentation,,,,26-Jul-13
gpmsimorblpvex,Related URLs,http://pmm.nasa.gov/GPM,,,,,
gpmsimorbc3vp,Related URLs,http://pmm.nasa.gov/GPM,,,,,
gpmsimorbtwpice,Related URLs,http://pmm.nasa.gov/GPM,,,,,
rssm1tpwn,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/rss/rssm1tpwn/wentz_JAS_1998.pdf,Wentz JGR publication,,,,26-Jul-13
rssm1tpwn,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/rss/rssm1tpwn/wentz_JGR_1997.pdf,Wentz JGR publication,,,,26-Jul-13
rssm1tpwn,PI Documentation,http://www.ssmi.com/cdr/tpw_data_description.html,TPW data description,,,,26-Jul-13
rssm1tpwn,Browse,http://www.ssmi.com/cdr/climate_data_record_browse.html,,,,,
